ID,x,y
3161,1197,51
3162,1197,3307
3163,1202,3977
3164,1203,1517
3165,1205,1656
3166,1208,867
3167,1216,1579
3168,1219,6205
3169,1229,3251
3170,1235,3565
3171,1236,4144
3172,1238,3156
3173,1254,5071
3174,1262,177
3175,1262,4611
3176,1265,5943
3177,1267,2105
3178,1271,3321
3179,1271,5553
3180,1277,5206
3181,1280,3297
3182,1302,2478
3183,1307,2295
3184,1308,1764
3185,1309,1318
3186,1310,349
3187,1319,2186
3188,1322,2678
3189,1325,3155
3190,1326,536
3191,1326,5416
3192,1327,1332
3193,1328,5163
3194,1331,1957
3195,1333,6239
3196,1334,3742
3197,1338,4883
3198,1342,748
3199,1344,4928
3200,1346,1676
3201,1347,1751
3202,1348,5419
3203,1351,6067
3204,1354,5076
3205,1355,4372
3206,1363,1704
3207,1367,1674
3208,1367,3268
3209,1369,2203
3210,1374,6370
3211,1378,6082
3212,1385,2821
3213,1388,6397
3214,1390,5071
3215,1391,544
3216,1393,6251
3217,1400,6057
3218,1402,5125
3219,1405,6077
3220,1411,1703
3221,1438,1988
3222,1441,4212
3223,1442,2444
3224,1450,252
3225,1459,1540
3226,1460,6054
3227,1461,5146
3228,1464,2888
3229,1467,2159
3230,1468,4718
3231,1471,2029
3232,1472,5940
3233,1474,5682
3234,1479,4790
3235,1483,2973
3236,1483,3417
3237,1483,5901
3238,1485,2673
3239,1488,4773
3240,1492,4024
3241,1494,4827
3242,1495,2178
3243,1500,3348
3244,1506,1582
3245,1512,2615
3246,1513,4722
3247,1525,4760
3248,1526,2169
3249,1527,4529
3250,1527,5360
3251,1529,1890
3252,1534,3173
3253,1536,833
3254,1540,695
3255,1541,853
3256,1551,1086
3257,1552,1951
3258,1558,4530
3259,1562,2748
3260,1569,1194
3261,1569,6364
3262,1572,5000
3263,1575,3619
3264,1575,4486
3265,1580,5377
3266,1587,4944
3267,1591,3950
3268,1593,4508
3269,1595,4810
3270,1596,1995
3271,1599,1449
3272,1606,5520
3273,1609,5865
3274,1610,1496
3275,1612,2659
3276,1615,5818
3277,1619,57
3278,1619,1514
3279,1621,692
3280,1621,1323
3281,1627,3986
3282,1634,1071
3283,1642,2989
3284,1642,5315
3285,1648,3112
3286,1650,2166
3287,1651,4290
3288,1653,5331
3289,1659,1047
3290,1659,4154
3291,1664,6090
3292,1668,790
3293,1673,4525
3294,1680,4311
3295,1682,4498
3296,1684,1053
3297,1689,2202
3298,1689,3455
3299,1693,2257
3300,1696,4478
3301,1699,2692
3302,1702,4293
3303,1706,3438
3304,1709,4968
3305,1712,1600
3306,1713,2788
3307,1715,3698
3308,1717,4217
3309,1717,4507
3310,1724,2595
3311,1730,5728
3312,1731,4645
3313,1731,5773
3314,1737,1755
3315,1739,1644
3316,1739,2592
3317,1742,3911
3318,1743,2820
3319,1756,6493
3320,1761,5806
3321,1763,5707
3322,1765,2660
3323,1769,3173
3324,1770,2468
3325,1774,4601
3326,1776,4782
3327,1779,3288
3328,1783,6066
3329,1786,2582
3330,1786,6395
3331,1787,3133
3332,1793,4735
3333,1793,6028
3334,1797,2621
3335,1797,2671
3336,1798,2161
3337,1800,3060
3338,1801,4763
3339,1803,4710
3340,1805,5001
3341,1806,6080
3342,1823,6182
3343,1826,5823
3344,1827,4784
3345,1828,5979
3346,1833,2300
3347,1837,1048
3348,1838,2026
3349,1839,5333
3350,1845,1597
3351,1849,5796
3352,1858,1688
3353,1858,4077
3354,1860,1823
3355,1860,3302
3356,1860,6076
3357,1862,5963
3358,1863,1181
3359,1863,3507
3360,1869,3566
3361,1875,4430
3362,1878,5231
3363,1883,5814
3364,1886,2234
3365,1888,2133
3366,1894,536
3367,1903,5103
3368,1907,5820
3369,1908,4802
3370,1916,5202
3371,1921,548
3372,1926,5022
3373,1930,1543
3374,1931,1444
3375,1934,4934
3376,1935,2437
3377,1936,1872
3378,1939,1802
3379,1939,2043
3380,1947,2767
3381,1947,3972
3382,1948,5069
3383,1949,1534
3384,1953,4242
3385,1962,1866
3386,1964,4791
3387,1969,1821
3388,1982,2865
3389,1982,4254
3390,1983,3674
3391,1987,3981
3392,1990,6466
3393,1991,4645
3394,1995,4149
3395,1996,6353
3396,2003,6478
3397,2006,1428
3398,2010,2254
3399,2010,5889
3400,2018,5962
3401,2021,1461
3402,2023,3967
3403,2025,4941
3404,2028,1354
3405,2029,2292
3406,2030,2917
3407,2031,2314
3408,2035,1415
3409,2036,1311
3410,2046,4194
3411,2054,5173
3412,2056,1842
3413,2060,3953
3414,2060,5333
3415,2064,2146
3416,2071,5944
3417,2081,2060
3418,2082,5532
3419,2093,2719
3420,2094,3660
3421,2096,1486
3422,2096,6107
3423,2100,2273
3424,2102,1597
3425,2110,3239
3426,2115,1016
3427,2116,3962
3428,2117,6050
3429,2120,1028
3430,2128,2184
3431,2134,5101
3432,2136,886
3433,2142,4361
3434,2146,2204
3435,2148,2563
3436,2149,3937
3437,2153,882
3438,2159,2632
3439,2165,5510
3440,2177,1964
3441,2182,4593
3442,2186,2465
3443,2189,6094
3444,2194,743
3445,2194,1659
3446,2196,3075
3447,2199,1311
3448,2200,2841
3449,2208,3105
3450,2216,3776
3451,2219,2778
3452,2228,3555
3453,2236,1884
3454,2238,3233
3455,2243,1029
3456,2244,4976
3457,2254,223
3458,2256,3596
3459,2259,1624
3460,2260,5189
3461,2263,218
3462,2272,1250
3463,2275,2650
3464,2276,3972
3465,2281,457
3466,2292,5916
3467,2293,3210
3468,2293,4094
3469,2303,1809
3470,2304,1448
3471,2304,1937
3472,2311,4572
3473,2312,1109
3474,2318,1428
3475,2323,2536
3476,2330,2383
3477,2332,551
3478,2340,74
3479,2340,2991
3480,2349,4874
3481,2363,3340
3482,2366,1197
3483,2374,2449
3484,2377,2510
3485,2385,1210
3486,2385,2472
3487,2387,5398
3488,2398,3800
3489,2406,5402
3490,2411,2635
3491,2422,3652
3492,2425,5374
3493,2432,2704
3494,2446,5149
3495,2447,3350
3496,2450,4002
3497,2463,5140
3498,2465,2613
3499,2465,6037
3500,2482,3217
3501,2490,5529
3502,2511,5536
3503,2511,6015
3504,2519,2295
3505,2525,3345
3506,2525,5138
3507,2527,4755
3508,2536,4986
3509,2539,2310
3510,2539,3528
3511,2543,280
3512,2553,2949
3513,2558,3350
3514,2567,2908
3515,2580,1265
3516,2582,3284
3517,2589,2677
3518,2592,5317
3519,2599,1262
3520,2599,4916
3521,2610,2774
3522,2610,3708
3523,2611,1158
3524,2627,3134
3525,2630,3907
3526,2633,1475
3527,2633,4509
3528,2639,2883
3529,2640,2646
3530,2643,2164
3531,2644,2768
3532,2656,23
3533,2657,1251
3534,2673,4345
3535,2676,3823
3536,2691,4034
3537,2724,5809
3538,2726,4672
3539,2726,6330
3540,2735,2768
3541,2739,2090
3542,2740,5456
3543,2741,6437
3544,2749,5642
3545,2760,690
3546,2760,1294
3547,2784,3042
3548,2785,3667
3549,2787,6198
3550,2790,810
3551,2795,1610
3552,2796,4897
3553,2798,1148
3554,2798,3135
3555,2801,3410
3556,2803,3835
3557,2803,1603
3558,2812,5372
3559,2813,4055
3560,2814,3380
3561,2822,1146
3562,2824,3337
3563,2834,3665
3564,2837,5384
3565,2839,3539
3566,2843,2096
3567,2843,2867
3568,2849,4329
3569,2851,1973
3570,2853,4006
3571,2865,1550
3572,2880,5040
3573,2881,3357
3574,2895,3800
3575,2905,4015
3576,2915,3446
3577,2943,3156
3578,2945,1123
3579,2963,3256
3580,2969,4021
3581,2975,2399
3582,2976,6299
3583,2986,1865
3584,3000,5076
3585,3019,4506
3586,3025,4055
3587,3037,4319
3588,3058,2248
3589,3065,3977
3590,3080,4338
3591,3100,4647
3592,3106,995
3593,3115,5491
3594,3123,395
3595,3123,2525
3596,3124,4876
3597,3137,2519
3598,3140,4646
3599,3144,2307
3600,3144,2537
3601,3151,1424
3602,3152,5840
3603,3177,3406
3604,3192,3420
3605,3192,3447
3606,3215,6001
3607,3223,1473
3608,3231,6010
3609,3249,1812
3610,3255,3521
3611,3264,1436
3612,3265,5173
3613,3281,2969
3614,3283,6207
3615,3291,4641
3616,3298,1429
3617,3303,328
3618,3309,1897
3619,3318,3786
3620,3327,4634
3621,3337,3441
3622,3338,4353
3623,3346,5622
3624,3353,3290
3625,3356,5229
3626,3362,2974
3627,3369,5191
3628,3369,6185
3629,3370,6125
3630,3377,510
3631,3392,6200
3632,3398,5645
3633,3423,3919
3634,3428,1690
3635,3449,4398
3636,3449,4465
3637,3451,1690
3638,3452,1412
3639,3452,5381
3640,3457,97
3641,3463,3635
3642,3469,4592
3643,3472,4672
3644,3476,4633
3645,3484,2577
3646,3506,2960
3647,3515,599
3648,3517,2119
3649,3527,4735
3650,3533,2133
3651,3534,1831
3652,3547,5516
3653,3589,2781
3654,3627,3353
3655,3664,5035
3656,3669,4625
3657,3674,1344
3658,3682,3963
3659,3688,5187
3660,3746,1962
3661,3748,1985
3662,3753,6314
3663,3754,2343
3664,3760,5826
3665,3762,1553
3666,3774,2207
3667,3779,6137
3668,3797,2503
3669,3799,6186
3670,3810,18
3671,3811,441
3672,3824,6234
3673,3830,1120
3674,3839,4761
3675,3844,2693
3676,3847,1172
3677,3850,6340
3678,3869,6153
3679,3880,2841
3680,3889,3423
3681,3890,5991
3682,3903,5819
3683,3905,6019
3684,3939,4889
3685,3948,2584
3686,3993,5547
3687,4002,5547
3688,4014,1507
3689,4036,5010
3690,4047,3729
3691,4051,6252
3692,4052,2332
3693,4056,848
3694,4063,6444
3695,4075,5887
3696,4092,1030
3697,4148,4284
3698,4200,2255
3699,4212,664
3700,4220,1781
3701,4237,6236
3702,4241,3652
3703,4241,4821
3704,4258,4841
3705,4277,388
3706,4279,861
3707,4288,2405
3708,4288,4665
3709,4302,1810
3710,4311,2378
3711,4321,4425
3712,4328,3185
3713,4332,5906
3714,4334,1499
3715,4337,4378
3716,4340,587
3717,4363,3169
3718,4381,4034
3719,4389,4029
3720,4442,1256
3721,4499,3424
3722,4537,5972
3723,4548,4479
3724,4582,4474
3725,4642,6438
3726,4655,6347
3727,4662,2118
3728,4665,5015
3729,4682,2905
3730,4708,4474
3731,4717,2299
3732,4735,2634
3733,4748,3971
3734,4750,3952
3735,4774,213
3736,4777,1353
3737,4791,2777
3738,4796,306
3739,4798,6083
3740,4816,5654
3741,4818,6298
3742,4826,5049
3743,4864,5152
3744,4873,4172
3745,4902,1910
3746,4903,5519
3747,4923,3112
3748,4929,3082
3749,4959,4272
3750,4975,2107
3751,4983,1875
3752,4999,3760
3753,5002,6456
3754,5009,5242
3755,5052,4929
3756,5069,4904
3757,5087,2881
3758,5090,4892
3759,5110,1662
3760,5123,5404
3761,5130,4880
3762,5136,3083
3763,5145,2837
3764,5178,3775
3765,5179,4345
3766,5194,6288
3767,5209,3425
3768,5212,4569
3769,5243,13
3770,5252,1846
3771,5271,4249
3772,5277,1850
3773,5304,6413
3774,5346,3189
3775,5352,6020
3776,5394,3137
3777,5400,4168
3778,5401,3697
3779,5408,5355
3780,5418,2190
3781,5444,3458
3782,5450,372
3783,5450,6069
3784,5455,3947
3785,5461,490
3786,5475,4461
3787,5478,1838
3788,5483,2633
3789,5484,6218
3790,5505,331
3791,5514,5221
3792,5636,5634
3793,5642,4793
3794,5643,2767
3795,5677,1617
3796,5709,5160
3797,5711,2505
3798,5719,2976
3799,5726,2200
3800,5749,2108
3801,5781,3619
3802,5790,1531
3803,5810,3716
3804,5813,5420
3805,5820,1905
3806,5836,4359
3807,5843,1912
3808,5852,4756
3809,5864,1702
3810,5869,5218
3811,5888,2630
3812,5921,1708
3813,5921,3807
3814,5954,3191
3815,5957,2017
3816,5966,1327
3817,6001,4357
3818,6003,3292
3819,6007,1110
3820,6011,3687
3821,6045,4785
3822,6047,6237
3823,6078,3094
3824,6114,324
3825,6127,3446
3826,6136,4869
3827,6146,1306
3828,6150,5861
3829,6180,1280
3830,6201,744
3831,6207,3405
3832,6213,3709
3833,6230,1456
3834,6233,2496
3835,6244,1128
3836,6258,858
3837,6263,5468
3838,6283,801
3839,6297,4912
3840,6302,1686
3841,6349,3288
3842,6353,1573
3843,6357,5399
3844,6381,1858
3845,6393,3524
3846,6398,2992
3847,6401,3087
3848,6404,3389
3849,6409,5009
3850,6427,6103
3851,6445,6454
3852,6480,3630
3853,6485,752
3854,6527,336
3855,6544,3019
3856,6562,5358
3857,6562,5525
3858,6578,1851
3859,6596,2897
3860,6607,2687
3861,6617,187
3862,6619,5350
3863,6645,4798
3864,6647,326
3865,6650,3839
3866,6657,6338
3867,6680,206
3868,6719,3109
3869,6723,4913
3870,6728,3992
3871,6729,18
3872,6789,4624
3873,6808,5206
3874,6828,5904
3875,6838,6351
3876,6853,5812
3877,6859,2081
3878,6867,1482
3879,6881,3454
3880,6886,3018
3881,6950,888
3882,6958,5479
3883,6989,842
3884,6989,1130
3885,7003,2175
3886,7012,3865
3887,7025,3579
3888,7045,5957
3889,7074,1064
3890,7085,5260
3891,7100,881
3892,7100,4650
3893,7144,6165
3894,7177,1683
3895,7193,876
3896,7247,3260
3897,7259,6084
3898,7270,5738
3899,7271,3278
3900,7283,3574
3901,7294,1814
3902,7322,4310
3903,7332,3997
3904,7333,1312
3905,7337,6310
3906,7348,1726
3907,7355,5665
3908,7382,1611
3909,7422,1310
3910,7443,5209
3911,7450,3744
3912,7453,4169
3913,7477,4157
3914,7485,3007
3915,7500,3330
3916,7533,5487
3917,7569,6244
3918,7580,3741
3919,7597,5116
3920,7648,5199
3921,7653,2726
3922,7668,5941
3923,7668,6482
3924,7679,5722
3925,7733,2680
3926,7800,5846
3927,7802,2677
3928,7851,6279
3929,7874,6273
3930,7875,4931
3931,7891,2303
3932,7916,4418
3933,7918,6012
3934,7924,6455
3935,7994,6352
3936,7998,4386
3937,8025,3780
3938,8043,4557
3939,8045,3002
3940,8049,4581
3941,8132,2879
3942,8166,3033
3943,8170,3901
3944,8198,5135
3945,8226,5134
3946,8228,2818
3947,8283,3724
3948,8294,3464
3949,8301,3141
3950,8346,3621
3951,8390,4817
3952,8404,3417
3953,8405,3942
3954,8419,3839
3955,8432,3107
3956,8499,6316
3957,8511,3571
3958,8531,5681
3959,8544,4409
3960,8588,4173
3961,8599,4224
3962,8602,3816
3963,8604,3859
3964,8605,3897
3965,8611,4073
3966,8627,4694
3967,8637,5500
3968,8725,6038
3969,8787,4508
3970,8819,5482
3971,8831,5171
3972,8923,6417
